job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003008736300,Assistant Accountant/ Accounting Officer,AT Global Services Limited,"Accounting, Accountant, Accounting Clerk / Supervisor, Banking / Finance, Financial Services","Full Time, Permanent",,Middle,,,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008739775,Application Support Engineer,Sino Group,"Information Technology (IT), Support, Software Development, Network & System","Full Time, Permanent",,Entry Level,,Degree,
100003008739586,Senior Dealer (Greater China),KVB Trading (Hong Kong) Limited,"Banking / Finance, Dealing & Trading","Full Time, Permanent",,Middle,5 years,Degree,"Education allowance, Medical insurance, Five-day work week"
100003008737367,Marketing Manager / Marketing Executive,Group Master Limited,"Marketing / Public Relations, Management, Marketing - Brand / Product Management, Digital Marketing",Full Time,,,,,"Performance bonus, Travel allowance, Five-day work week"
100003008738932,Senior Mobile App Developer,Nexify Limited,"Information Technology (IT), Software Development, Technical / Functional Consulting, Mobile / Wireless Communications","Full Time, Permanent",,Middle,3 years,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003008735947,IBM HR Project Manager - Recreation (Welfare & Well-being) [2-year renewable contract],IBM China / Hong Kong Ltd,"Admin & HR, Administration / Operation Manager, Training & Development, Marketing / Public Relations, Public Relations - Event Management",Contract,,Middle,,,"Gratuity, Medical insurance, Work from home, Five-day work week, Flexible working hours"
100003008736899,Artist,Pan Lloyds Publishers Limited,"Media & Advertising, Creative / Design, Design, Graphics, Print Media","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Dental insurance, Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003008736373,"Associate / Associate Specialist, Phone Credit",United Asia Finance Limited,"Admin & HR, Clerical / Admin Staff, Banking / Finance, Loan, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer","Full Time, Permanent",,Middle,3 years,School Certificate,"Double pay, Education allowance, Medical insurance, Performance bonus"
100003008739929,Sales Executive,Amtrac Furnishings International Ltd,"Sales, CS & Business Devpt, Business Development, Technical Sales / Sales Engineer, Building & Construction, Others","Full Time, Permanent",,Middle,3 years,Matriculated,Medical insurance
100003008739693,(Senior) Database Administrator (DBA),SabeTech Technology Limited,"Information Technology (IT), DBA, Software Development, Data Scientist","Full Time, Permanent",,,3 years,Degree,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008738321,Research Analyst,iFAST Financial (HK) Limited,"Banking / Finance, Analyst, Investment, Fund Management","Full Time, Permanent",,Entry Level,N/A,Degree,"Dental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Travel allowance, Five-day work week"
100003008737718,Junior QC Engineer/ QC Inspector/ QC Engineer (5 Days Work),Able Choice Personnel Consultancy,"Engineering, Electrical / Electronics, Sciences, Lab, R&D, Laboratory, Manufacturing, Quality Assurance, Control & Testing / ISO","Full Time, Permanent",,,,,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008735709,"Finance Manager/ Senior Finance Manager, (MNC) Manufacturing Industry",Tricor Staffing Solutions Limited,"Accounting, Audit, Finance / Accounting Manager, Financial Controller","Full Time, Permanent",,,,Degree,"Dental insurance, Double pay, Education allowance, Gratuity, Life insurance, Medical insurance, Performance bonus, Travel allowance, Five-day work week"
100003008735780,Senior Digital Marketing Executive / Assistant Account Manager,KREW LIMITED,"Media & Advertising, Account Servicing, Strategic Planning, Marketing / Public Relations, Digital Marketing",Full Time,,Middle,2 years,Degree,"Performance bonus, Five-day work week"
100003008737699,Assistant Purchasing Manager (VTE293/J03),VTech Electronics Limited,"Transportation & Logistics, Supply Chain, Manufacturing, Production Planning / Control, Merchandising & Purchasing, Electronics","Full Time, Permanent",,Middle,5 years,Degree,"Double pay, Education allowance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008738826,Partnership & Business Development Manager - Well-known Corp,Randstad Hong Kong Limited,"Marketing / Public Relations, Management, Marketing - General / Support, Others","Full Time, Permanent",,Senior,N/A,Degree,
100003008738632,Application Developer (Ionic/Angular),GF Lab International Limited,"Information Technology (IT), Software Development",Full Time,,,,,"Medical insurance, Performance bonus"
100003008737105,Project and Operations Executive (Native Mandarin Speaking),Walton International Group Limited,"Admin & HR, Clerical / Admin Staff","Full Time, Permanent",,Entry Level,2 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008738892,Account Executive (IT solution/ B2B/ Fresh graduate welcomed),Multisoft Limited,"Information Technology (IT), Others, Sales, CS & Business Devpt, Account Servicing, Technical Sales / Sales Engineer","Full Time, Permanent",,,,Non-Degree Tertiary,"Dental insurance, Life insurance, Medical insurance, Five-day work week"
100003008739184,Network Specialist (URGENT!!!),Jolly Recruitment Limited,"Information Technology (IT), Application Specialist - Network, Network & System","Permanent, Contract",,Entry Level,3 years,Postgraduate,"Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008737829,JAVA Team Lead,Cognizant Technology Solutions Hong Kong Limited,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development",Full Time,,Middle,5 years,(N/A),
100003008736803,Assistant Finance & Accounting Manager (HRD-adv-21-032),Hung Fook Tong Holdings Limited,"Accounting, Accountant","Full Time, Permanent",,Middle,7 years,Degree,"Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008739105,IT Team Lead - Backend,Pinnacle Enterprise Holdings Limited,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, IT Management","Full Time, Permanent",,,,,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008738678,Java Backend Developer,Ambition,"Information Technology (IT), Application Specialist - Software, Support, Software Development","Full Time, Permanent",,Senior,5 years,Degree,
100003008734081,Operation Clerk - Forwarder,Pacific Star Express (Hong Kong) Company Limited,"Transportation & Logistics, Freight Forwarding, Shipping, Others, Others","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Double pay, Medical insurance, Overtime pay, Performance bonus"
100003008737431,"HR Manager-Talent Acquisition & Onboarding (1 yr contract, Up to 50K)",Manpower Services (Hong Kong) Limited,"Admin & HR, Administration / Operation Manager, Banking / Finance, Others, Recruitment / Executive Search",Contract,,Senior,5 years,Degree,
100003008737909,The Overlander - 店務員 (全職 / 兼職),Orient Fair Development Ltd,"Sales, CS & Business Devpt, Business Development, Others, Direct Sales","Full Time, Permanent",,Entry Level,N/A,(N/A),"Education allowance, Life insurance, Medical insurance, Performance bonus"
100003008737785,Paralegal - Corporate & Securities,King & Wood Mallesons,"Professional Services, Legal & Compliance","Full Time, Permanent",,Entry Level,,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008738217,Hospital Play Specialist,Playright Children's Play Association,"Medical Services, Medical Services Technician, Specialist, Public / Civil, Social Services - Community / Non-profit Organization","Full Time, Contract",,Middle,3 years,Degree,"Dental insurance, Education allowance, Medical insurance, Transportation allowance, Five-day work week, Flexible working hours"
100003008729590,Admin & Accounts Clerk,First State Limited,"Accounting, Accounting Clerk / Supervisor, Others, Admin & HR, Clerical / Admin Staff","Full Time, Permanent",,Entry Level,2 years,School Certificate,"Double pay, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008739873,Key Account Manager,Emperor Cinema Management Limited,"Sales, CS & Business Devpt, Business Development, Account Servicing, Others","Full Time, Permanent",,Entry Level,3 years,Degree,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008734278,Marketing Assistant (Medical Products and Equipment),Health Care & Co.,"Marketing / Public Relations, Marketing - General / Support, Marketing - Market Research, Marketing - Marketing Communication","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Dental insurance, Education allowance, Medical insurance, Five-day work week, Flexible working hours"
100003008737470,"Logistics & Operations Manager, DrGo",HKT Consumer Group,"Transportation & Logistics, Fulfillment, Inventory / Warehousing, Supply Chain",Full Time,,Middle,4 years,Degree,
100003008738948,"Major Bank: IT Project Management Assistants / Project Coordinators (Fresh Grad Welcome, $16K+)",IT Solutions Ltd.,"Admin & HR, Clerical / Admin Staff, Banking / Finance, Others, Information Technology (IT), IT Management",Full Time,,Entry Level,N/A,Degree,Five-day work week
100003008737506,"Branch CS / Customer Service / 商場或會所客戶服務 (13K-17K) - wear uniform, banking industry",RecruitPRO Consultancy Hong Kong Limited,"Banking / Finance, Retail Banking, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Account Servicing","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Medical insurance, Overtime pay, Performance bonus"
100003008737248,Merchandiser - Footwear,Harvest Strong Limited,"Merchandising & Purchasing, Footwear","Full Time, Permanent",,Middle,2 years,,"Dental insurance, Double pay, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Five-day work week"
100003008734982,Commercial Officer - GSE (Work Location : Chak Lap Kok),Dah Chong Hong - Dragonair Airport GSE Service Ltd,"Sales, CS & Business Devpt, Business Development, Customer Service - Supervisor / Officer, Sales Administration","Full Time, Permanent",,Entry Level,1 year,Degree,"Life insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003008739030,全職見習醫務中心助理,Human Health (H.K) Limited,"Beauty Care / Health, Others, Others, Others",Full Time,,Entry Level,N/A,School Certificate,"Education allowance, Medical insurance, Five-day work week"
100003008739490,Account Manager x 5 RM210915-01,Peoplus Recruitment,"Sales, CS & Business Devpt, Business Development, Account Servicing, Direct Sales","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Dental insurance, Double pay, Free shuttle bus, Medical insurance, Performance bonus, Transportation allowance, Five-day work week"
100003008738900,IT Graduate Trainee (Infrastructure Stream),Hong Kong Air Cargo Terminals Ltd,"Information Technology (IT), Application Specialist - Network, Network & System, Others","Full Time, Permanent",,Entry Level,N/A,Non-Degree Tertiary,"Dental insurance, Double pay, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Five-day work week, Flexible working hours"
100003008737788,"Senior Officer, Operations (Cash Management) – 6-9 months contract",Asia Progress Executive Limited,"Banking / Finance, Private Banking, Retail Banking, Order Processing & Operation / Settlement",Full Time,,Senior,2 years,Non-Degree Tertiary,
100003008735380,倉務理貨員,Hape International (Hong Kong) Limited,"Transportation & Logistics, Others, Inventory / Warehousing, Supply Chain",Full Time,,Entry Level,,,"Performance bonus, Five-day work week"
100003008739210,Full time/Part time Microsoft EXCEL Trainers,香港數碼設計營銷有限公司,"Accounting, Finance / Accounting Manager, Financial Analyst, Professional Services, Business Analysis / Data Analysis",Part Time,,Middle,,,Education allowance
100003008735024,Project assistant / coordinator,JCDecaux Pearl & Dean Limited,"Media & Advertising, Strategic Planning, Engineering, Engineering Project Management, Manufacturing, Quality Assurance, Control & Testing / ISO","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008737264,Senior multimedia designer,Canvas Digital Limited,"Media & Advertising, Creative / Design, Design, Multi-media",Full Time,,Middle,3 years,Degree,
100003008735475,Customer Services Representative (IT POS Company),Gingersoft Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer",Full Time,,Entry Level,N/A,School Certificate,
100003008737898,UI/UX Designer,AXA Hong Kong,"Design, Multi-media, Information Technology (IT), UI/UX Designer","Full Time, Permanent",,Middle,N/A,Degree,
